car_make,car_model,year,engine_size,horsepower,acceleration_time,price,mileage
Ford,Mustang,2020,2.0,310.0,5.3,18998,52000.0
Mazda,MX-5,2016,2.0,181.0,6.5,17998,86000.0
Jaguar,XE,2018,3.0,417.0,4.57,24998,41000.0
Ford,Mustang,2021,2.0,310.0,5.3,18998,51000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,25998,56000.0
Dodge,Challenger,2016,5.0,395.0,5.1,17998,101000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,46000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,44000.0
Dodge,Challenger,2019,5.0,395.0,5.1,21998,39000.0
Dodge,Charger,2023,6.0,797.0,3.3,22998,47000.0
Dodge,Challenger,2022,5.0,395.0,5.1,23998,48000.0
Dodge,Challenger,2017,5.0,395.0,5.1,23998,24000.0
Ford,Mustang,2020,2.0,310.0,5.3,19998,51000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,25998,54000.0
Ford,Mustang,2020,2.0,310.0,5.3,19998,52000.0
BMW,640,2017,3.0,465.0,3.9,28998,19000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,68998,9000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,22998,51000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,45998,18000.0
Dodge,Challenger,2022,5.0,395.0,5.1,23998,48000.0
Ford,Mustang,2020,2.0,310.0,5.3,18998,69000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,16998,81000.0
Dodge,Challenger,2014,5.0,395.0,5.1,22998,64000.0
Ford,Mustang,2016,2.0,310.0,5.3,15998,97000.0
Ford,Mustang,2015,2.0,310.0,5.3,24998,65000.0
Dodge,Charger,2021,6.0,797.0,3.3,38998,35000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,14000.0
Mazda,MX-5,2023,2.0,181.0,6.5,29998,4000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,46998,32000.0
Audi,S6,2020,3.0,485.0,3.64,45998,33000.0
Dodge,Challenger,2014,5.0,395.0,5.1,17998,70000.0
Mazda,MX-5,2013,2.0,181.0,6.5,16998,56000.0
Dodge,Challenger,2013,5.0,395.0,5.1,15998,96000.0
Mazda,MX-5,2020,2.0,181.0,6.5,26998,10000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,29998,6000.0
Dodge,Challenger,2014,5.0,395.0,5.1,13998,127000.0
Dodge,Challenger,2014,5.0,395.0,5.1,17998,117000.0
Dodge,Challenger,2017,5.0,395.0,5.1,17998,82000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,31998,47000.0
Dodge,Challenger,2019,5.0,395.0,5.1,18998,90000.0
Acura,TLX,2015,4.0,573.0,2.75,16998,78000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,16998,88000.0
Ford,Mustang,2015,2.0,310.0,5.3,18998,69000.0
Ford,Mustang,2016,2.0,310.0,5.3,17998,88000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,20998,43000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,64998,8000.0
Toyota,86,2018,3.0,382.0,3.9,22998,57000.0
Porsche,718,2017,3.0,392.0,4.42,58998,18000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,69998,8000.0
Mazda,MX-5,2013,2.0,181.0,6.5,16998,75000.0
Mazda,MX-5,2021,2.0,181.0,6.5,25998,25000.0
Jaguar,XE,2019,3.0,417.0,4.57,18998,45000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,23998,22000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,23998,35000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,26998,14000.0
Ford,Mustang,2015,2.0,310.0,5.3,16998,84000.0
Jaguar,XE,2018,3.0,417.0,4.57,16998,61000.0
Mazda,MX-5,2019,2.0,181.0,6.5,21998,50000.0
Lexus,LC,2018,5.0,471.0,4.4,56998,58000.0
Jaguar,XE,2019,3.0,417.0,4.57,19998,48000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,65998,14000.0
Dodge,Charger,2021,6.0,797.0,3.3,43998,29000.0
Jaguar,F-Type,2018,3.0,394.0,4.73,26998,50000.0
Nissan,370Z,2014,4.0,334.0,5.06,25998,35000.0
Dodge,Challenger,2019,5.0,395.0,5.1,22998,58000.0
Dodge,Charger,2018,6.0,797.0,3.3,20998,70000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,23998,78000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,71998,5000.0
Jaguar,XE,2019,3.0,417.0,4.57,19998,62000.0
Dodge,Challenger,2016,5.0,395.0,5.1,20998,26000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,41998,4000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,71998,9000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,44998,23000.0
Mazda,MX-5,2018,2.0,181.0,6.5,20998,53000.0
Acura,TLX,2018,4.0,573.0,2.75,20998,104000.0
Nissan,370Z,2016,4.0,334.0,5.06,22998,66000.0
Ford,Mustang,2016,2.0,310.0,5.3,17998,83000.0
Ford,Mustang,2013,2.0,310.0,5.3,15998,78000.0
Nissan,370Z,2016,4.0,334.0,5.06,25998,55000.0
Porsche,Panamera,2017,3.0,325.0,5.29,46998,25000.0
Porsche,Panamera,2019,3.0,325.0,5.29,47998,50000.0
Ford,Mustang,2019,2.0,310.0,5.3,21998,42000.0
Toyota,86,2020,3.0,382.0,3.9,25998,42000.0
Dodge,Challenger,2019,5.0,395.0,5.1,22998,37000.0
Acura,TLX,2015,4.0,573.0,2.75,19998,60000.0
Ford,Mustang,2022,2.0,310.0,5.3,21998,69000.0
BMW,M4,2020,3.0,479.0,3.99,53998,25000.0
Porsche,718,2017,3.0,392.0,4.42,47998,25000.0
Nissan,370Z,2015,4.0,334.0,5.06,22998,63000.0
Toyota,86,2017,3.0,382.0,3.9,18998,116000.0
Mazda,MX-5,2020,2.0,181.0,6.5,24998,30000.0
Dodge,Challenger,2017,5.0,395.0,5.1,33998,37000.0
Dodge,Dart,2016,5.0,541.0,4.43,13998,53000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,33998,34000.0
Dodge,Challenger,2019,5.0,395.0,5.1,29998,39000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,38998,42000.0
Jaguar,XE,2019,3.0,417.0,4.57,19998,57000.0
Audi,S5,2014,3.0,349.0,4.4,26998,36000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,39998,57000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,74998,2000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,41998,28000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,42998,16000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,62998,27000.0
Mazda,MX-5,2020,2.0,181.0,6.5,22998,18000.0
Mazda,MX-5,2015,2.0,181.0,6.5,18998,37000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,20998,44000.0
Audi,A5,2018,3.0,485.0,3.64,20998,59000.0
Lexus,RC,2015,5.0,471.0,4.4,19998,122000.0
Ford,Mustang,2020,2.0,310.0,5.3,22998,48000.0
Ford,Mustang,2020,2.0,310.0,5.3,20998,51000.0
BMW,M240,2019,3.0,465.0,3.9,31998,23000.0
Mazda,MX-5,2021,2.0,181.0,6.5,27998,14000.0
Jaguar,XK,2014,3.0,417.0,4.57,32998,36000.0
Nissan,370Z,2014,4.0,334.0,5.06,22998,59000.0
Jaguar,F-Type,2019,3.0,394.0,4.73,36998,26000.0
Mazda,MX-5,2020,2.0,181.0,6.5,22998,37000.0
Mazda,MX-5,2022,2.0,181.0,6.5,26998,19000.0
Ford,Mustang,2020,2.0,310.0,5.3,25998,33000.0
Jaguar,XE,2018,3.0,417.0,4.57,17998,43000.0
Chevrolet,Camaro,2022,6.0,455.0,4.0,42998,4000.0
Jaguar,F-Type,2020,3.0,394.0,4.73,36998,34000.0
Ford,Mustang,2023,2.0,310.0,5.3,27998,35000.0
Dodge,Challenger,2019,5.0,395.0,5.1,21998,48000.0
Porsche,Panamera,2019,3.0,325.0,5.29,52998,32000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,45998,8000.0
Dodge,Challenger,2020,5.0,395.0,5.1,34998,37000.0
Mazda,MX-5,2019,2.0,181.0,6.5,28998,9000.0
Nissan,Z,2023,4.0,349.0,4.89,43998,19000.0
Mazda,MX-5,2023,2.0,181.0,6.5,27998,24000.0
Mazda,MX-5,2014,2.0,181.0,6.5,17998,40000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,33000.0
Porsche,718,2019,3.0,392.0,4.42,44998,45000.0
Mazda,MX-5,2022,2.0,181.0,6.5,26998,27000.0
Toyota,Supra,2021,3.0,382.0,3.9,48998,37000.0
Nissan,370Z,2019,4.0,334.0,5.06,26998,45000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,72998,1000.0
Nissan,370Z,2014,4.0,334.0,5.06,20998,91000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,43000.0
Mazda,MX-5,2021,2.0,181.0,6.5,23998,31000.0
Porsche,911,2017,3.0,379.0,4.0,89998,31000.0
Dodge,Dart,2014,5.0,541.0,4.43,10998,60000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,73998,27000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,42000.0
Nissan,370Z,2014,4.0,334.0,5.06,19998,100000.0
Mazda,MX-5,2020,2.0,181.0,6.5,27998,9000.0
Jaguar,F-Type,2021,3.0,394.0,4.73,47998,3000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,54998,23000.0
Mazda,MX-5,2021,2.0,181.0,6.5,27998,27000.0
Ford,Mustang,2024,2.0,310.0,5.3,49998,2000.0
Mazda,MX-5,2020,2.0,181.0,6.5,24998,24000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,26000.0
Ford,Mustang,2020,2.0,310.0,5.3,25998,39000.0
Jaguar,XE,2017,3.0,417.0,4.57,19998,41000.0
Dodge,Challenger,2022,5.0,395.0,5.1,26998,30000.0
Subaru,WRX,2023,2.0,310.0,5.0,33998,6000.0
Nissan,370Z,2019,4.0,334.0,5.06,30998,15000.0
Jaguar,F-Type,2020,3.0,394.0,4.73,35998,35000.0
Ford,Mustang,2021,2.0,310.0,5.3,30998,58000.0
Ford,Mustang,2020,2.0,310.0,5.3,22998,48000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,70998,18000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,21000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,40998,23000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,47998,18000.0
Ford,Mustang,2023,2.0,310.0,5.3,36998,47000.0
Mazda,MX-5,2023,2.0,181.0,6.5,26998,24000.0
Chevrolet,Corvette,2018,6.0,490.0,2.8,39998,48000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,70998,17000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,75998,4000.0
Ford,Mustang,2021,2.0,310.0,5.3,27998,4000.0
Ford,Mustang,2021,2.0,310.0,5.3,21998,51000.0
Mazda,MX-5,2020,2.0,181.0,6.5,27998,34000.0
BMW,Z4,2016,3.0,465.0,3.9,26998,25000.0
Dodge,Challenger,2019,5.0,395.0,5.1,19998,90000.0
Ford,Mustang,2023,2.0,310.0,5.3,25998,41000.0
Jaguar,F-Type,2016,3.0,394.0,4.73,31998,22000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,32998,43000.0
Ford,Mustang,2017,2.0,310.0,5.3,28998,79000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,42000.0
Dodge,Charger,2018,6.0,797.0,3.3,21998,31000.0
Ford,Mustang,2020,2.0,310.0,5.3,35998,28000.0
Ford,Mustang,2020,2.0,310.0,5.3,19998,63000.0
Mercedes-Benz,SLC300,2018,5.0,560.0,3.66,29998,24000.0
Ford,Mustang,2016,2.0,310.0,5.3,17998,86000.0
Ford,Mustang,2021,2.0,310.0,5.3,20998,50000.0
BMW,230,2017,3.0,465.0,3.9,18998,58000.0
Mazda,MX-5,2019,2.0,181.0,6.5,28998,18000.0
BMW,Z4,2022,3.0,465.0,3.9,35998,29000.0
Mercedes-Benz,SLC300,2018,5.0,560.0,3.66,27998,44000.0
Ford,Mustang,2020,2.0,310.0,5.3,25998,15000.0
Ford,Mustang,2024,2.0,310.0,5.3,40998,7000.0
Subaru,WRX,2023,2.0,310.0,5.0,31998,16000.0
Audi,A5,2015,3.0,485.0,3.64,19998,38000.0
Mazda,MX-5,2023,2.0,181.0,6.5,29998,4000.0
Ford,Mustang,2020,2.0,310.0,5.3,27998,10000.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,37998,25000.0
Mazda,MX-5,2022,2.0,181.0,6.5,28998,5000.0
Dodge,Challenger,2022,5.0,395.0,5.1,48998,12000.0
Ford,Mustang,2023,2.0,310.0,5.3,34998,40000.0
Jaguar,XE,2018,3.0,417.0,4.57,19998,43000.0
Ford,Mustang,2020,2.0,310.0,5.3,22998,17000.0
Audi,A5,2016,3.0,485.0,3.64,19998,47000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,77998,8000.0
Audi,e-tron,2023,3.0,485.0,3.64,65998,12000.0
Acura,TLX,2015,4.0,573.0,2.75,17998,102000.0
Dodge,Challenger,2020,5.0,395.0,5.1,27998,14000.0
Audi,S4,2020,3.0,485.0,3.64,37998,23000.0
BMW,Z4,2023,3.0,465.0,3.9,61998,5000.0
Jaguar,XE,2020,3.0,417.0,4.57,22998,20000.0
Ford,Mustang,2021,2.0,310.0,5.3,22998,50000.0
Dodge,Challenger,2022,5.0,395.0,5.1,22998,39000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,47998,42000.0
Acura,TLX,2015,4.0,573.0,2.75,13998,123000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,25998,57000.0
Mercedes-Benz,SLK250,2014,5.0,560.0,3.66,22998,25000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,45998,41000.0
Acura,TLX,2018,4.0,573.0,2.75,25998,38000.0
Mazda,MX-5,2021,2.0,181.0,6.5,24998,27000.0
BMW,Z4,2020,3.0,465.0,3.9,34998,39000.0
Subaru,WRX,2023,2.0,310.0,5.0,28998,19000.0
BMW,M550,2020,3.0,465.0,3.9,42998,56000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,50000.0
Dodge,Challenger,2015,5.0,395.0,5.1,16998,112000.0
Dodge,Charger,2023,6.0,797.0,3.3,20998,40000.0
Audi,S4,2019,3.0,485.0,3.64,33998,41000.0
Dodge,Challenger,2017,5.0,395.0,5.1,26998,47000.0
Ford,Mustang,2024,2.0,310.0,5.3,63998,2000.0
Porsche,718,2017,3.0,392.0,4.42,52998,41000.0
Jaguar,F-Type,2020,3.0,394.0,4.73,37998,34000.0
Jaguar,XE,2020,3.0,417.0,4.57,29998,49000.0
BMW,M240,2020,3.0,465.0,3.9,39998,28000.0
Dodge,Challenger,2018,5.0,395.0,5.1,23998,53000.0
Dodge,Charger,2021,6.0,797.0,3.3,39998,37000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,30000.0
Toyota,Supra,2023,3.0,382.0,3.9,42998,16000.0
Porsche,911,2014,3.0,379.0,4.0,67998,37000.0
Ford,Mustang,2021,2.0,310.0,5.3,23998,45000.0
Dodge,Challenger,2022,5.0,395.0,5.1,30998,22000.0
BMW,M550,2020,3.0,465.0,3.9,49998,22000.0
Mercedes-Benz,C43,2023,5.0,560.0,3.66,53998,12000.0
Dodge,Charger,2021,6.0,797.0,3.3,43998,11000.0
Mercedes-Benz,SLK300,2016,5.0,560.0,3.66,24998,38000.0
Ford,Mustang,2019,2.0,310.0,5.3,63998,11000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,44998,47000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,69998,8000.0
Mazda,MX-5,2024,2.0,181.0,6.5,28998,2000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,57000.0
Dodge,Challenger,2020,5.0,395.0,5.1,35998,51000.0
Jaguar,XE,2019,3.0,417.0,4.57,21998,49000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,69998,26000.0
Nissan,370Z,2020,4.0,334.0,5.06,30998,20000.0
Mazda,MX-5,2020,2.0,181.0,6.5,31998,3000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,19998,71000.0
Chevrolet,SS,2014,6.0,490.0,3.38,33998,75000.0
Dodge,Charger,2021,6.0,797.0,3.3,42998,26000.0
Mercedes-Benz,C43,2023,5.0,560.0,3.66,58998,6000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,24998,58000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,65998,9000.0
Dodge,Challenger,2022,5.0,395.0,5.1,45998,28000.0
Audi,A5,2018,3.0,485.0,3.64,22998,70000.0
Lexus,RC,2020,5.0,471.0,4.4,36998,46000.0
Audi,S4,2019,3.0,485.0,3.64,36998,44000.0
Dodge,Charger,2023,6.0,797.0,3.3,24998,41000.0
Porsche,Cayman,2016,2.0,309.0,4.84,55998,24000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,40998,26000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,58000.0
Dodge,Challenger,2019,5.0,395.0,5.1,32998,23000.0
Acura,TLX,2020,4.0,573.0,2.75,24998,47000.0
Dodge,Charger,2021,6.0,797.0,3.3,44998,8000.0
Mazda,MX-5,2017,2.0,181.0,6.5,24998,24000.0
Dodge,Charger,2021,6.0,797.0,3.3,43998,4000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,41998,32000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,23998,7000.0
Acura,TLX,2015,4.0,573.0,2.75,18998,52000.0
Jaguar,F-Type,2016,3.0,394.0,4.73,35998,10000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,20998,60000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,78998,2000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,28998,18000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,23998,63000.0
Dodge,Challenger,2022,5.0,395.0,5.1,26998,43000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,39998,56000.0
Dodge,Challenger,2020,5.0,395.0,5.1,48998,20000.0
Ford,Mustang,2015,2.0,310.0,5.3,28998,50000.0
Mercedes-Benz,SLC300,2017,5.0,560.0,3.66,26998,36000.0
Jaguar,XE,2019,3.0,417.0,4.57,18998,72000.0
Dodge,Challenger,2018,5.0,395.0,5.1,22998,58000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,26998,26000.0
Audi,A5,2019,3.0,485.0,3.64,24998,61000.0
Audi,S5,2019,3.0,349.0,4.4,40998,25000.0
Dodge,Challenger,2018,5.0,395.0,5.1,26998,43000.0
Dodge,Challenger,2019,5.0,395.0,5.1,24998,50000.0
Mazda,MX-5,2022,2.0,181.0,6.5,29998,4000.0
Dodge,Charger,2023,6.0,797.0,3.3,27998,4000.0
Lexus,LC,2021,5.0,471.0,4.4,70998,20000.0
Porsche,718,2019,3.0,392.0,4.42,65998,32000.0
Audi,RS3,2020,2.0,394.0,3.9,53998,25000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,9000.0
Jaguar,F-Type,2019,3.0,394.0,4.73,40998,25000.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,62998,13000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,79998,4000.0
Porsche,Panamera,2014,3.0,325.0,5.29,42998,54000.0
Jaguar,XE,2017,3.0,417.0,4.57,21998,39000.0
Dodge,Challenger,2014,5.0,395.0,5.1,16998,122000.0
Dodge,Challenger,2020,5.0,395.0,5.1,28998,10000.0
Dodge,Challenger,2018,5.0,395.0,5.1,22998,76000.0
Jaguar,XE,2019,3.0,417.0,4.57,19998,73000.0
Dodge,Charger,2018,6.0,797.0,3.3,19998,93000.0
Porsche,Cayman,2014,2.0,309.0,4.84,37998,41000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,64998,27000.0
Dodge,Charger,2021,6.0,797.0,3.3,43998,18000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,31998,44000.0
Mazda,MX-5,2019,2.0,181.0,6.5,24998,35000.0
Dodge,Charger,2021,6.0,797.0,3.3,42998,16000.0
Lexus,RC,2015,5.0,471.0,4.4,23998,96000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,66998,11000.0
Acura,TLX,2020,4.0,573.0,2.75,22998,57000.0
Audi,A5,2019,3.0,485.0,3.64,24998,44000.0
Dodge,Challenger,2016,5.0,395.0,5.1,21998,95000.0
Jaguar,XE,2017,3.0,417.0,4.57,20998,59000.0
Toyota,Supra,2023,3.0,382.0,3.9,42998,10000.0
Acura,TLX,2019,4.0,573.0,2.75,22998,56000.0
Dodge,Challenger,2018,5.0,395.0,5.1,18998,115000.0
Chevrolet,Camaro,2022,6.0,455.0,4.0,40998,3000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,45998,12000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,36000.0
Ford,Mustang,2019,2.0,310.0,5.3,17998,109000.0
Mazda,MX-5,2016,2.0,181.0,6.5,17998,79000.0
Mercedes-Benz,SLK250,2015,5.0,560.0,3.66,20998,40000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,65998,2000.0
Dodge,Challenger,2014,5.0,395.0,5.1,18998,102000.0
Dodge,Challenger,2017,5.0,395.0,5.1,18998,107000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,50000.0
Mazda,MX-5,2015,2.0,181.0,6.5,20998,23000.0
Dodge,Charger,2021,6.0,797.0,3.3,40998,42000.0
Dodge,Challenger,2019,5.0,395.0,5.1,37998,33000.0
Jaguar,XE,2017,3.0,417.0,4.57,20998,43000.0
Ford,Mustang,2021,2.0,310.0,5.3,39998,21000.0
Toyota,Supra,2021,3.0,382.0,3.9,35998,52000.0
Dodge,Challenger,2022,5.0,395.0,5.1,47998,23000.0
Dodge,Challenger,2020,5.0,395.0,5.1,39998,57000.0
Jaguar,XE,2017,3.0,417.0,4.57,17998,66000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,29000.0
Ford,Mustang,2020,2.0,310.0,5.3,35998,37000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,27998,39000.0
Dodge,Challenger,2017,5.0,395.0,5.1,18998,126000.0
Dodge,Charger,2021,6.0,797.0,3.3,41998,13000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,53000.0
Porsche,Panamera,2018,3.0,325.0,5.29,47998,49000.0
Ford,Mustang,2024,2.0,310.0,5.3,33998,9000.0
Porsche,911,2017,3.0,379.0,4.0,76998,29000.0
Acura,TLX,2020,4.0,573.0,2.75,23998,46000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,43000.0
Toyota,86,2020,3.0,382.0,3.9,28998,26000.0
Acura,TLX,2020,4.0,573.0,2.75,26998,78000.0
Ford,Mustang,2023,2.0,310.0,5.3,31998,14000.0
Chevrolet,Camaro,2022,6.0,455.0,4.0,37998,8000.0
Jaguar,XE,2017,3.0,417.0,4.57,20998,57000.0
Ford,Mustang,2023,2.0,310.0,5.3,28998,30000.0
Jaguar,F-Type,2014,3.0,394.0,4.73,29998,53000.0
Dodge,Challenger,2022,5.0,395.0,5.1,32998,18000.0
Mazda,MX-5,2015,2.0,181.0,6.5,16998,59000.0
Ford,Mustang,2020,2.0,310.0,5.3,32998,25000.0
Dodge,Challenger,2018,5.0,395.0,5.1,19998,98000.0
Ford,Mustang,2023,2.0,310.0,5.3,36998,29000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,17998,73000.0
Dodge,Challenger,2022,5.0,395.0,5.1,26998,25000.0
Audi,A5,2019,3.0,485.0,3.64,29998,10000.0
Acura,TLX,2015,4.0,573.0,2.75,18998,68000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,65998,23000.0
Audi,TT,2018,3.0,485.0,3.64,32998,27000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,21000.0
Porsche,911,2016,3.0,379.0,4.0,59998,56000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,33000.0
BMW,M550,2020,3.0,465.0,3.9,42998,53000.0
Audi,A5,2014,3.0,485.0,3.64,18998,59000.0
Dodge,Challenger,2016,5.0,395.0,5.1,34998,20000.0
Audi,S5,2018,3.0,349.0,4.4,35998,18000.0
Dodge,Charger,2023,6.0,797.0,3.3,55998,6000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,58998,46000.0
Acura,TLX,2015,4.0,573.0,2.75,16998,111000.0
Jaguar,XE,2020,3.0,417.0,4.57,28998,43000.0
BMW,M550,2019,3.0,465.0,3.9,38998,50000.0
Dodge,Challenger,2020,5.0,395.0,5.1,28998,55000.0
Ford,Mustang,2022,2.0,310.0,5.3,23998,60000.0
Ford,Mustang,2014,2.0,310.0,5.3,24998,95000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,40998,35000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,64998,23000.0
BMW,M4,2016,3.0,479.0,3.99,42998,46000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,36000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,67998,9000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,53000.0
BMW,M3,2024,3.0,465.0,3.9,78998,3000.0
Mazda,MX-5,2020,2.0,181.0,6.5,29998,4000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,22998,65000.0
Mercedes-Benz,SLK350,2015,5.0,560.0,3.66,23998,61000.0
Acura,TLX,2017,4.0,573.0,2.75,19998,60000.0
Mercedes-Benz,E43,2018,5.0,560.0,3.66,36998,47000.0
Mazda,MX-5,2013,2.0,181.0,6.5,19998,22000.0
Mazda,MX-5,2020,2.0,181.0,6.5,25998,42000.0
Nissan,370Z,2017,4.0,334.0,5.06,29998,22000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,26998,75000.0
Acura,TLX,2017,4.0,573.0,2.75,17998,84000.0
Jaguar,XE,2017,3.0,417.0,4.57,20998,47000.0
Dodge,Challenger,2018,5.0,395.0,5.1,21998,85000.0
Ford,Mustang,2016,2.0,310.0,5.3,29998,28000.0
Ford,Mustang,2020,2.0,310.0,5.3,40998,5000.0
BMW,M4,2016,3.0,479.0,3.99,44998,33000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,41998,26000.0
Jaguar,XE,2017,3.0,417.0,4.57,18998,49000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,24998,19000.0
Lexus,RC,2018,5.0,471.0,4.4,31998,66000.0
Dodge,Charger,2021,6.0,797.0,3.3,41998,24000.0
Ford,Mustang,2024,2.0,310.0,5.3,35998,4000.0
Ford,Mustang,2015,2.0,310.0,5.3,27998,62000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,61998,22000.0
BMW,M4,2015,3.0,479.0,3.99,41998,49000.0
Toyota,Supra,2021,3.0,382.0,3.9,45998,70000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,41998,30000.0
Porsche,718,2018,3.0,392.0,4.42,65998,14000.0
Jaguar,XE,2019,3.0,417.0,4.57,20998,59000.0
Mazda,MX-5,2019,2.0,181.0,6.5,21998,36000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,41998,26000.0
Ford,Mustang,2019,2.0,310.0,5.3,44998,5000.0
Porsche,911,2014,3.0,379.0,4.0,62998,37000.0
Jaguar,XF,2016,3.0,417.0,4.57,18998,58000.0
Mazda,MX-5,2016,2.0,181.0,6.5,15998,94000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,49000.0
